timestamp,index,memory_used_mib,utilization_gpu_percent,power_draw_w,power_limit_w
2026/08/31 17:01:13.949, 0, 0, 0, 73.11, 700.00
2026/08/31 17:01:13.953, 1, 0, 0, 78.60, 700.00
2026/08/31 17:01:13.957, 2, 0, 0, 74.42, 700.00
2026/08/31 17:01:13.962, 3, 0, 0, 74.51, 700.00
2026/08/31 17:01:13.965, 4, 0, 0, 79.36, 700.00
2026/08/31 17:01:13.968, 5, 0, 0, 75.52, 700.00
2026/08/31 17:01:13.973, 6, 0, 0, 75.23, 700.00
2026/08/31 17:01:13.976, 7, 0, 0, 72.15, 700.00
2026/08/31 17:01:19.943, 0, 1, 0, 73.15, 700.00
2026/08/31 17:01:20.102, 1, 1, 0, 78.62, 700.00
2026/08/31 17:01:20.168, 2, 1, 0, 74.39, 700.00
2026/08/31 17:01:20.208, 3, 4, 0, 74.54, 700.00
2026/08/31 17:01:20.244, 4, 1, 0, 79.37, 700.00
2026/08/31 17:01:20.394, 5, 1, 0, 75.53, 700.00
2026/08/31 17:01:20.417, 6, 1, 0, 75.22, 700.00
2026/08/31 17:01:20.561, 7, 1, 0, 72.16, 700.00
2026/08/31 17:01:26.041, 0, 2609, 40, 98.40, 700.00
2026/08/31 17:01:26.044, 1, 4, 0, 78.49, 700.00
2026/08/31 17:01:26.047, 2, 4, 0, 74.37, 700.00
2026/08/31 17:01:26.050, 3, 2609, 0, 112.91, 700.00
2026/08/31 17:01:26.052, 4, 4, 0, 79.40, 700.00
2026/08/31 17:01:26.055, 5, 4, 0, 75.53, 700.00
2026/08/31 17:01:26.058, 6, 4, 0, 75.22, 700.00
2026/08/31 17:01:26.061, 7, 4, 0, 72.19, 700.00
2026/08/31 17:01:31.182, 0, 4367, 17, 123.73, 700.00
2026/08/31 17:01:31.188, 1, 2609, 0, 121.48, 700.00
2026/08/31 17:01:31.190, 2, 2609, 0, 116.63, 700.00
2026/08/31 17:01:31.192, 3, 4311, 0, 119.58, 700.00
2026/08/31 17:01:31.194, 4, 2609, 0, 121.76, 700.00
2026/08/31 17:01:31.196, 5, 2609, 0, 118.88, 700.00
2026/08/31 17:01:31.198, 6, 2609, 0, 116.78, 700.00
2026/08/31 17:01:31.200, 7, 2609, 0, 113.25, 700.00
2026/08/31 17:01:36.318, 0, 4447, 7, 120.98, 700.00
2026/08/31 17:01:36.322, 1, 4447, 5, 124.56, 700.00
2026/08/31 17:01:36.325, 2, 4447, 7, 121.65, 700.00
2026/08/31 17:01:36.327, 3, 4447, 11, 121.78, 700.00
2026/08/31 17:01:36.330, 4, 4447, 11, 125.99, 700.00
2026/08/31 17:01:36.332, 5, 4413, 7, 122.26, 700.00
2026/08/31 17:01:36.335, 6, 4413, 7, 121.36, 700.00
2026/08/31 17:01:36.337, 7, 4419, 6, 118.44, 700.00
2026/08/31 17:01:41.462, 0, 4449, 18, 127.74, 700.00
2026/08/31 17:01:41.467, 1, 4447, 19, 132.45, 700.00
2026/08/31 17:01:41.469, 2, 4447, 18, 127.75, 700.00
2026/08/31 17:01:41.472, 3, 4449, 19, 129.06, 700.00
2026/08/31 17:01:41.474, 4, 4447, 7, 126.48, 700.00
2026/08/31 17:01:41.477, 5, 4413, 20, 128.99, 700.00
2026/08/31 17:01:41.479, 6, 4413, 19, 126.62, 700.00
2026/08/31 17:01:41.482, 7, 4419, 18, 123.43, 700.00
2026/08/31 17:01:47.021, 0, 4449, 7, 120.92, 700.00
2026/08/31 17:01:47.027, 1, 4447, 19, 131.50, 700.00
2026/08/31 17:01:47.033, 2, 4447, 18, 126.91, 700.00
2026/08/31 17:01:47.037, 3, 4449, 19, 128.79, 700.00
2026/08/31 17:01:47.044, 4, 4449, 18, 133.06, 700.00
2026/08/31 17:01:47.049, 5, 4413, 0, 119.55, 700.00
2026/08/31 17:01:47.109, 6, 5387, 13, 119.06, 700.00
2026/08/31 17:01:47.114, 7, 5393, 6, 116.05, 700.00
2026/08/31 17:01:52.258, 0, 4449, 18, 127.21, 700.00
2026/08/31 17:01:52.262, 1, 5597, 18, 132.99, 700.00
2026/08/31 17:01:52.265, 2, 4447, 18, 126.94, 700.00
2026/08/31 17:01:52.268, 3, 4449, 19, 128.40, 700.00
2026/08/31 17:01:52.271, 4, 4449, 19, 133.36, 700.00
2026/08/31 17:01:52.273, 5, 5563, 19, 130.33, 700.00
2026/08/31 17:01:52.276, 6, 5563, 18, 128.29, 700.00
2026/08/31 17:01:52.278, 7, 5571, 18, 124.78, 700.00
2026/08/31 17:01:57.400, 0, 4449, 9, 126.80, 700.00
2026/08/31 17:01:57.404, 1, 5599, 19, 133.14, 700.00
2026/08/31 17:01:57.407, 2, 4449, 7, 121.57, 700.00
2026/08/31 17:01:57.409, 3, 4449, 19, 128.23, 700.00
2026/08/31 17:01:57.412, 4, 4449, 19, 133.41, 700.00
2026/08/31 17:01:57.415, 5, 5649, 3, 129.16, 700.00
2026/08/31 17:01:57.417, 6, 5563, 20, 129.07, 700.00
2026/08/31 17:01:57.419, 7, 5575, 8, 118.40, 700.00
2026/08/31 17:02:02.580, 0, 0, 0, 73.52, 700.00
2026/08/31 17:02:02.586, 1, 5599, 19, 134.58, 700.00
2026/08/31 17:02:02.588, 2, 5357, 33, 118.14, 700.00
2026/08/31 17:02:02.591, 3, 4449, 19, 129.86, 700.00
2026/08/31 17:02:02.595, 4, 4449, 18, 133.56, 700.00
2026/08/31 17:02:02.597, 5, 5825, 9, 122.92, 700.00
2026/08/31 17:02:02.599, 6, 5813, 7, 122.13, 700.00
2026/08/31 17:02:02.602, 7, 5575, 18, 124.41, 700.00
2026/08/31 17:02:07.755, 0, 0, 0, 73.43, 700.00
2026/08/31 17:02:07.760, 1, 5823, 0, 133.35, 700.00
2026/08/31 17:02:07.763, 2, 5579, 0, 120.63, 700.00
2026/08/31 17:02:07.767, 3, 4449, 18, 129.12, 700.00
2026/08/31 17:02:07.769, 4, 4451, 7, 127.36, 700.00
2026/08/31 17:02:07.774, 5, 5825, 7, 123.07, 700.00
2026/08/31 17:02:07.777, 6, 5813, 18, 127.93, 700.00
2026/08/31 17:02:07.779, 7, 0, 0, 73.35, 700.00
2026/08/31 17:02:12.936, 0, 0, 0, 73.31, 700.00
2026/08/31 17:02:12.940, 1, 5825, 11, 126.63, 700.00
2026/08/31 17:02:12.942, 2, 0, 0, 74.68, 700.00
2026/08/31 17:02:12.945, 3, 4449, 21, 130.72, 700.00
2026/08/31 17:02:12.948, 4, 4451, 18, 130.31, 700.00
2026/08/31 17:02:12.950, 5, 5825, 19, 129.71, 700.00
2026/08/31 17:02:12.953, 6, 5813, 19, 129.35, 700.00
2026/08/31 17:02:12.955, 7, 0, 0, 72.67, 700.00
2026/08/31 17:02:18.110, 0, 0, 0, 73.29, 700.00
2026/08/31 17:02:18.114, 1, 5825, 7, 127.29, 700.00
2026/08/31 17:02:18.117, 2, 0, 0, 74.63, 700.00
2026/08/31 17:02:18.120, 3, 4449, 19, 129.26, 700.00
2026/08/31 17:02:18.122, 4, 4451, 18, 133.53, 700.00
2026/08/31 17:02:18.125, 5, 5825, 19, 131.15, 700.00
2026/08/31 17:02:18.127, 6, 5813, 19, 128.49, 700.00
2026/08/31 17:02:18.130, 7, 0, 0, 72.63, 700.00
2026/08/31 17:02:23.315, 0, 0, 0, 73.29, 700.00
2026/08/31 17:02:23.320, 1, 5825, 16, 131.47, 700.00
2026/08/31 17:02:23.325, 2, 0, 0, 74.60, 700.00
2026/08/31 17:02:23.329, 3, 4449, 45, 118.89, 700.00
2026/08/31 17:02:23.625, 4, 4451, 19, 134.99, 700.00
2026/08/31 17:02:24.630, 5, 5825, 19, 129.48, 700.00
2026/08/31 17:02:24.725, 6, 0, 0, 75.82, 700.00
2026/08/31 17:02:24.765, 7, 0, 0, 72.55, 700.00
2026/08/31 17:02:30.020, 0, 0, 0, 73.22, 700.00
2026/08/31 17:02:30.024, 1, 5825, 18, 133.28, 700.00
2026/08/31 17:02:30.026, 2, 0, 0, 74.54, 700.00
2026/08/31 17:02:30.030, 3, 0, 0, 98.28, 700.00
2026/08/31 17:02:30.033, 4, 4451, 19, 134.78, 700.00
2026/08/31 17:02:30.035, 5, 5825, 19, 129.90, 700.00
2026/08/31 17:02:30.038, 6, 0, 0, 75.65, 700.00
2026/08/31 17:02:30.041, 7, 0, 0, 72.54, 700.00
2026/08/31 17:02:35.183, 0, 0, 0, 73.30, 700.00
2026/08/31 17:02:35.187, 1, 5825, 19, 132.94, 700.00
2026/08/31 17:02:35.189, 2, 0, 0, 74.53, 700.00
2026/08/31 17:02:35.192, 3, 0, 0, 75.02, 700.00
2026/08/31 17:02:35.196, 4, 4451, 18, 134.23, 700.00
2026/08/31 17:02:35.199, 5, 5825, 19, 130.35, 700.00
2026/08/31 17:02:35.201, 6, 0, 0, 75.55, 700.00
2026/08/31 17:02:35.204, 7, 0, 0, 72.51, 700.00
2026/08/31 17:02:40.345, 0, 0, 0, 73.21, 700.00
2026/08/31 17:02:40.349, 1, 5825, 18, 132.84, 700.00
2026/08/31 17:02:40.351, 2, 0, 0, 74.49, 700.00
2026/08/31 17:02:40.354, 3, 0, 0, 74.98, 700.00
2026/08/31 17:02:40.357, 4, 0, 0, 80.65, 700.00
2026/08/31 17:02:40.365, 5, 5825, 19, 130.41, 700.00
2026/08/31 17:02:40.367, 6, 0, 0, 75.57, 700.00
2026/08/31 17:02:40.370, 7, 0, 0, 72.47, 700.00
2026/08/31 17:02:46.548, 0, 0, 0, 73.22, 700.00
2026/08/31 17:02:46.569, 1, 5825, 19, 132.40, 700.00
2026/08/31 17:02:46.624, 2, 0, 0, 74.46, 700.00
2026/08/31 17:02:46.642, 3, 0, 0, 74.90, 700.00
